hour,day_of_week,weather,road_id,road_type,vehicle_count,is_weekend,congestion_level
17,Monday,Clear,R2,local,59,0,Medium
13,Saturday,Stormy,R3,local,72,1,High
13,Wednesday,Cloudy,R1,local,56,0,Medium
8,Tuesday,Foggy,R4,arterial,195,0,High
19,Monday,Stormy,R5,arterial,196,0,High
1,Saturday,Stormy,R2,local,6,1,Low
9,Thursday,Clear,R6,arterial,153,0,Medium
14,Wednesday,Clear,R1,local,32,0,Low
5,Tuesday,Rainy,R2,local,3,0,Low
21,Saturday,Clear,R2,highway,125,1,Low
13,Tuesday,Cloudy,R2,highway,324,0,Medium
9,Monday,Foggy,R5,arterial,201,0,High
12,Tuesday,Foggy,R5,arterial,152,0,High
8,Friday,Cloudy,R7,highway,472,0,High
6,Tuesday,Stormy,R7,local,56,0,High
0,Sunday,Stormy,R6,arterial,14,1,Low
21,Wednesday,Foggy,R4,arterial,123,0,Medium
12,Wednesday,Foggy,R8,arterial,139,0,High
12,Wednesday,Foggy,R6,highway,377,0,High
10,Monday,Stormy,R6,highway,250,0,High
21,Monday,Rainy,R8,highway,223,0,Medium
18,Friday,Cloudy,R2,highway,428,0,High
18,Tuesday,Stormy,R3,highway,495,0,High
11,Saturday,Rainy,R3,highway,453,1,High
16,Saturday,Cloudy,R7,highway,152,1,Low
7,Tuesday,Stormy,R2,local,78,0,High
3,Friday,Clear,R1,highway,54,0,Low
1,Sunday,Rainy,R4,highway,33,1,Low
1,Sunday,Rainy,R6,arterial,16,1,Low
7,Monday,Stormy,R7,highway,495,0,High
16,Wednesday,Clear,R8,highway,137,0,Low
14,Sunday,Foggy,R5,highway,403,1,High
18,Sunday,Clear,R1,arterial,75,1,Low
3,Friday,Foggy,R7,highway,20,0,Low
9,Sunday,Rainy,R7,highway,203,1,Medium
13,Friday,Clear,R4,local,48,0,Medium
13,Thursday,Cloudy,R3,highway,318,0,Medium
22,Saturday,Rainy,R7,arterial,106,1,Medium
13,Friday,Rainy,R8,highway,412,0,High
18,Thursday,Cloudy,R5,highway,463,0,High
15,Tuesday,Cloudy,R4,highway,274,0,Medium
1,Tuesday,Stormy,R7,highway,31,0,Low
10,Thursday,Foggy,R6,arterial,116,0,Medium
8,Monday,Cloudy,R6,arterial,173,0,High
12,Friday,Cloudy,R2,highway,288,0,Medium
14,Thursday,Stormy,R1,highway,218,0,Medium
1,Wednesday,Clear,R8,highway,40,0,Low
5,Saturday,Rainy,R1,local,2,1,Low
7,Thursday,Rainy,R8,highway,497,0,High
17,Monday,Clear,R8,highway,367,0,Medium
6,Wednesday,Clear,R2,arterial,63,0,Low
22,Monday,Foggy,R6,highway,280,0,Medium
2,Monday,Rainy,R8,arterial,24,0,Low
0,Thursday,Cloudy,R6,highway,29,0,Low
7,Saturday,Rainy,R6,arterial,75,1,Medium
11,Sunday,Foggy,R2,local,69,1,High
2,Saturday,Clear,R1,highway,42,1,Low
18,Tuesday,Foggy,R2,local,79,0,High
0,Monday,Stormy,R5,highway,86,0,Low
8,Tuesday,Stormy,R6,arterial,196,0,High
21,Wednesday,Foggy,R7,highway,249,0,Medium
12,Wednesday,Foggy,R6,arterial,130,0,High
21,Sunday,Rainy,R7,arterial,118,1,High
1,Sunday,Cloudy,R8,local,8,1,Low
5,Friday,Stormy,R4,highway,79,0,Low
6,Wednesday,Foggy,R4,highway,172,0,Low
14,Tuesday,Foggy,R6,highway,293,0,Medium
6,Saturday,Clear,R1,highway,29,1,Low
4,Friday,Cloudy,R2,local,11,0,Low
10,Monday,Cloudy,R8,local,26,0,Low
23,Tuesday,Rainy,R4,highway,275,0,Medium
9,Thursday,Foggy,R4,highway,496,0,High
6,Friday,Foggy,R6,highway,248,0,Medium
23,Thursday,Cloudy,R6,highway,256,0,Medium
22,Sunday,Stormy,R7,highway,176,1,Medium
6,Saturday,Stormy,R5,arterial,15,1,Low
7,Monday,Cloudy,R5,highway,421,0,High
13,Monday,Cloudy,R1,arterial,116,0,Medium
15,Sunday,Stormy,R5,highway,246,1,Medium
15,Wednesday,Stormy,R2,highway,398,0,High
22,Saturday,Rainy,R5,arterial,88,1,Medium
22,Monday,Cloudy,R4,arterial,86,0,Medium
2,Tuesday,Stormy,R5,highway,58,0,Low
20,Tuesday,Stormy,R7,local,51,0,High
18,Tuesday,Clear,R2,local,72,0,High
5,Sunday,Foggy,R6,arterial,19,1,Low
13,Friday,Rainy,R4,arterial,148,0,High
13,Friday,Stormy,R4,arterial,192,0,High
5,Monday,Foggy,R4,arterial,9,0,Low
13,Monday,Clear,R2,highway,278,0,Medium
5,Tuesday,Clear,R7,arterial,19,0,Low
0,Monday,Stormy,R7,highway,44,0,Low
8,Saturday,Clear,R3,arterial,83,1,Low
8,Wednesday,Foggy,R1,local,84,0,High
1,Friday,Cloudy,R5,highway,50,0,Low
14,Wednesday,Stormy,R7,highway,262,0,High
17,Saturday,Stormy,R2,highway,240,1,Medium
4,Sunday,Foggy,R5,highway,39,1,Low
13,Sunday,Cloudy,R3,highway,343,1,Medium
20,Monday,Cloudy,R3,local,31,0,Low
1,Thursday,Rainy,R3,highway,67,0,Low
13,Friday,Stormy,R2,highway,427,0,High
12,Saturday,Cloudy,R6,arterial,139,1,Medium
13,Sunday,Clear,R8,arterial,136,1,Medium
7,Wednesday,Foggy,R6,arterial,202,0,High
11,Friday,Cloudy,R4,highway,229,0,Medium
16,Tuesday,Foggy,R4,arterial,74,0,Medium
16,Saturday,Cloudy,R7,arterial,66,1,Low
5,Tuesday,Stormy,R1,highway,86,0,Low
4,Wednesday,Rainy,R5,arterial,13,0,Low
15,Saturday,Clear,R2,highway,124,1,Low
5,Friday,Rainy,R3,highway,71,0,Low
2,Thursday,Clear,R6,highway,52,0,Low
23,Thursday,Cloudy,R1,highway,243,0,Medium
7,Sunday,Stormy,R1,local,59,1,High
9,Tuesday,Foggy,R4,local,81,0,High
19,Sunday,Stormy,R8,highway,347,1,High
10,Wednesday,Clear,R1,arterial,49,0,Low
19,Sunday,Stormy,R6,arterial,105,1,High
23,Saturday,Stormy,R8,highway,204,1,Medium
2,Tuesday,Cloudy,R7,arterial,14,0,Low
15,Sunday,Rainy,R7,arterial,93,1,Medium
2,Thursday,Rainy,R6,arterial,18,0,Low
9,Friday,Foggy,R5,highway,496,0,High
0,Saturday,Foggy,R2,local,10,1,Low
10,Thursday,Clear,R5,arterial,91,0,Medium
15,Tuesday,Stormy,R1,local,57,0,High
3,Monday,Stormy,R5,arterial,24,0,Low
13,Thursday,Clear,R8,highway,285,0,Medium
2,Saturday,Rainy,R7,arterial,7,1,Low
12,Monday,Cloudy,R1,arterial,121,0,Medium
19,Thursday,Stormy,R1,arterial,195,0,High
7,Sunday,Foggy,R4,highway,275,1,Medium
14,Wednesday,Rainy,R3,local,38,0,Medium
17,Tuesday,Rainy,R2,highway,496,0,High
11,Tuesday,Cloudy,R3,local,41,0,Medium
9,Friday,Stormy,R1,local,80,0,High
23,Monday,Stormy,R1,arterial,139,0,High
21,Monday,Stormy,R5,highway,291,0,High
1,Wednesday,Clear,R8,highway,23,0,Low
7,Wednesday,Stormy,R6,arterial,198,0,High
23,Thursday,Clear,R2,local,41,0,Medium
19,Monday,Cloudy,R2,highway,404,0,High
6,Monday,Stormy,R6,arterial,129,0,High
2,Saturday,Cloudy,R4,highway,16,1,Low
10,Wednesday,Foggy,R4,highway,262,0,Medium
15,Tuesday,Rainy,R6,arterial,100,0,Medium
17,Thursday,Cloudy,R1,local,73,0,High
6,Thursday,Rainy,R3,local,40,0,Medium
14,Saturday,Clear,R2,highway,313,1,Medium
1,Wednesday,Clear,R5,arterial,10,0,Low
12,Thursday,Stormy,R6,highway,444,0,High
20,Tuesday,Cloudy,R1,arterial,90,0,Medium
12,Thursday,Cloudy,R5,local,51,0,Medium
10,Wednesday,Foggy,R5,highway,253,0,Medium
0,Sunday,Stormy,R1,arterial,14,1,Low
5,Friday,Stormy,R4,local,11,0,Low
6,Friday,Stormy,R7,local,39,0,Medium
12,Friday,Rainy,R2,highway,447,0,High
12,Thursday,Rainy,R2,highway,430,0,High
19,Friday,Foggy,R1,highway,495,0,High
15,Friday,Foggy,R3,arterial,84,0,Medium
3,Friday,Cloudy,R7,local,0,0,Low
19,Wednesday,Stormy,R5,highway,497,0,High
8,Thursday,Rainy,R6,local,75,0,High
11,Wednesday,Rainy,R2,local,34,0,Medium
13,Monday,Clear,R8,highway,292,0,Medium
5,Friday,Foggy,R4,arterial,9,0,Low
2,Sunday,Stormy,R1,local,2,1,Low
12,Sunday,Clear,R1,arterial,110,1,Medium
0,Tuesday,Rainy,R8,highway,51,0,Low
22,Monday,Clear,R6,arterial,79,0,Low
15,Thursday,Foggy,R5,highway,164,0,Low
0,Monday,Cloudy,R6,arterial,19,0,Low
19,Saturday,Cloudy,R4,highway,244,1,Medium
19,Thursday,Rainy,R2,highway,503,0,High
2,Sunday,Foggy,R8,highway,50,1,Low
5,Thursday,Foggy,R4,highway,64,0,Low
13,Monday,Foggy,R4,highway,415,0,High
17,Thursday,Cloudy,R2,arterial,185,0,High
6,Tuesday,Foggy,R2,local,31,0,Medium
16,Thursday,Rainy,R7,local,26,0,Medium
11,Sunday,Rainy,R3,arterial,171,1,High
10,Tuesday,Foggy,R4,arterial,88,0,Medium
7,Sunday,Rainy,R7,arterial,125,1,High
3,Tuesday,Clear,R5,arterial,16,0,Low
17,Saturday,Clear,R7,arterial,84,1,Low
19,Tuesday,Rainy,R4,highway,496,0,High
0,Sunday,Stormy,R2,local,0,1,Low
12,Wednesday,Clear,R8,highway,270,0,Medium
13,Friday,Foggy,R4,highway,378,0,High
19,Tuesday,Cloudy,R3,arterial,165,0,High
4,Sunday,Rainy,R1,local,1,1,Low
10,Saturday,Foggy,R8,arterial,148,1,High
4,Thursday,Foggy,R1,arterial,24,0,Low
20,Sunday,Cloudy,R4,arterial,73,1,Low
18,Saturday,Cloudy,R6,highway,217,1,Medium
13,Sunday,Stormy,R3,local,68,1,High
17,Wednesday,Rainy,R4,arterial,199,0,High
2,Thursday,Cloudy,R1,arterial,27,0,Low
11,Monday,Foggy,R4,highway,203,0,Medium
17,Wednesday,Clear,R2,local,70,0,High
7,Saturday,Cloudy,R7,highway,196,1,Low
6,Wednesday,Foggy,R2,local,39,0,Medium
9,Thursday,Clear,R7,arterial,156,0,Medium
7,Sunday,Stormy,R8,arterial,91,1,Medium
21,Tuesday,Foggy,R3,highway,206,0,Medium
19,Sunday,Stormy,R2,local,47,1,High
19,Monday,Rainy,R2,highway,503,0,High
10,Sunday,Rainy,R4,highway,464,1,High
13,Tuesday,Stormy,R4,highway,479,0,High
20,Monday,Foggy,R8,highway,275,0,Medium
7,Sunday,Stormy,R2,arterial,88,1,Medium
10,Sunday,Clear,R6,arterial,112,1,Medium
1,Thursday,Rainy,R4,arterial,24,0,Low
10,Monday,Rainy,R7,local,47,0,High
21,Wednesday,Clear,R2,local,36,0,Medium
8,Thursday,Rainy,R1,local,75,0,High
0,Saturday,Foggy,R7,local,5,1,Low
23,Wednesday,Stormy,R5,arterial,117,0,High
10,Tuesday,Clear,R4,local,22,0,Low
12,Wednesday,Cloudy,R3,arterial,142,0,Medium
8,Sunday,Cloudy,R1,arterial,75,1,Low
21,Monday,Clear,R1,arterial,75,0,Low
6,Monday,Stormy,R6,highway,275,0,High
17,Thursday,Cloudy,R5,highway,390,0,High
6,Friday,Clear,R8,arterial,89,0,Low
20,Saturday,Cloudy,R3,arterial,98,1,Medium
12,Tuesday,Clear,R5,highway,318,0,Medium
22,Wednesday,Rainy,R3,arterial,138,0,High
4,Friday,Rainy,R1,arterial,22,0,Low
11,Saturday,Foggy,R6,arterial,155,1,High
19,Tuesday,Stormy,R6,highway,497,0,High
0,Friday,Rainy,R2,local,4,0,Low
11,Sunday,Foggy,R2,highway,396,1,High
16,Sunday,Clear,R8,highway,185,1,Low
5,Saturday,Stormy,R6,highway,37,1,Low
0,Saturday,Clear,R2,highway,35,1,Low
20,Saturday,Stormy,R7,arterial,134,1,High
12,Sunday,Clear,R6,local,55,1,Medium
13,Tuesday,Rainy,R4,arterial,167,0,High
0,Tuesday,Cloudy,R4,highway,43,0,Low
16,Thursday,Rainy,R2,local,45,0,Medium
18,Friday,Clear,R7,arterial,161,0,High
21,Tuesday,Clear,R4,arterial,65,0,Low
1,Thursday,Rainy,R3,highway,29,0,Low
8,Friday,Rainy,R4,highway,499,0,High
5,Monday,Cloudy,R7,local,7,0,Low
8,Monday,Foggy,R4,arterial,196,0,High
2,Friday,Stormy,R6,highway,72,0,Low
5,Monday,Cloudy,R1,arterial,21,0,Low
19,Saturday,Clear,R8,highway,193,1,Low
8,Tuesday,Foggy,R1,local,81,0,High
13,Saturday,Foggy,R3,arterial,139,1,High
15,Saturday,Stormy,R4,local,29,1,Medium
13,Wednesday,Cloudy,R4,arterial,144,0,Medium
7,Monday,Cloudy,R6,highway,408,0,High
12,Monday,Stormy,R7,local,64,0,High
18,Monday,Clear,R5,highway,433,0,High
23,Thursday,Foggy,R1,arterial,108,0,Medium
17,Thursday,Clear,R5,arterial,168,0,High
7,Monday,Foggy,R5,arterial,197,0,High
12,Sunday,Rainy,R7,local,77,1,High
12,Monday,Foggy,R5,arterial,131,0,High
7,Thursday,Foggy,R3,local,83,0,High
2,Wednesday,Clear,R6,highway,34,0,Low
5,Sunday,Stormy,R3,highway,27,1,Low
19,Sunday,Stormy,R5,highway,306,1,High
3,Thursday,Clear,R4,arterial,21,0,Low
14,Saturday,Foggy,R3,arterial,168,1,High
14,Sunday,Rainy,R8,arterial,160,1,High
23,Tuesday,Foggy,R5,highway,268,0,Medium
20,Friday,Rainy,R1,local,53,0,High
0,Sunday,Stormy,R3,arterial,28,1,Low
20,Tuesday,Foggy,R3,highway,248,0,Medium
10,Tuesday,Cloudy,R4,highway,243,0,Medium
10,Sunday,Cloudy,R5,arterial,122,1,Medium
8,Friday,Stormy,R4,local,82,0,High
0,Monday,Cloudy,R5,arterial,17,0,Low
10,Wednesday,Foggy,R5,arterial,90,0,Medium
19,Thursday,Rainy,R4,arterial,195,0,High
6,Friday,Cloudy,R7,highway,180,0,Low
20,Tuesday,Clear,R3,local,26,0,Low
5,Monday,Foggy,R1,highway,63,0,Low
7,Saturday,Cloudy,R2,highway,229,1,Medium
23,Wednesday,Stormy,R7,arterial,158,0,High
20,Monday,Stormy,R2,local,60,0,High
22,Monday,Clear,R7,highway,144,0,Low
9,Wednesday,Cloudy,R3,local,71,0,High
14,Thursday,Cloudy,R8,arterial,56,0,Low
22,Thursday,Stormy,R6,arterial,89,0,Medium
21,Sunday,Foggy,R5,arterial,120,1,Medium
11,Tuesday,Clear,R6,highway,171,0,Low
6,Sunday,Foggy,R6,highway,19,1,Low
0,Thursday,Stormy,R2,arterial,22,0,Low
13,Saturday,Rainy,R4,arterial,145,1,High
11,Sunday,Stormy,R7,highway,499,1,High
10,Tuesday,Foggy,R1,highway,206,0,Medium
10,Thursday,Foggy,R7,highway,313,0,High
20,Saturday,Foggy,R1,highway,249,1,Medium
21,Sunday,Stormy,R5,highway,233,1,Medium
1,Tuesday,Cloudy,R2,highway,66,0,Low
15,Saturday,Clear,R5,arterial,46,1,Low
19,Wednesday,Clear,R3,local,69,0,High
11,Saturday,Clear,R2,local,54,1,Medium
21,Saturday,Cloudy,R6,highway,124,1,Low
15,Thursday,Cloudy,R8,local,30,0,Low
22,Monday,Rainy,R2,local,47,0,High
11,Saturday,Cloudy,R3,highway,303,1,Medium
9,Monday,Foggy,R4,arterial,202,0,High
18,Saturday,Clear,R8,arterial,62,1,Low
16,Monday,Rainy,R2,arterial,122,0,High
1,Saturday,Cloudy,R3,arterial,11,1,Low
1,Wednesday,Clear,R5,highway,40,0,Low
8,Sunday,Stormy,R2,highway,198,1,Medium
16,Monday,Stormy,R8,highway,300,0,High
7,Wednesday,Foggy,R1,local,84,0,High
3,Saturday,Foggy,R2,arterial,12,1,Low
17,Thursday,Rainy,R7,arterial,201,0,High
15,Wednesday,Cloudy,R5,arterial,85,0,Medium
16,Tuesday,Rainy,R3,arterial,101,0,Medium
20,Tuesday,Stormy,R5,highway,365,0,High
5,Friday,Stormy,R7,arterial,8,0,Low
16,Sunday,Cloudy,R2,arterial,64,1,Low
7,Monday,Cloudy,R3,highway,445,0,High
17,Thursday,Foggy,R6,arterial,197,0,High
8,Sunday,Clear,R1,local,33,1,Low
8,Wednesday,Foggy,R8,highway,502,0,High
4,Wednesday,Foggy,R3,arterial,26,0,Low
10,Sunday,Clear,R7,arterial,113,1,Medium
11,Monday,Foggy,R6,highway,178,0,Medium
4,Saturday,Stormy,R5,arterial,13,1,Low
0,Saturday,Rainy,R3,highway,16,1,Low
8,Saturday,Rainy,R1,highway,268,1,Medium
13,Thursday,Rainy,R7,highway,406,0,High
7,Friday,Cloudy,R7,arterial,169,0,High
15,Friday,Cloudy,R6,arterial,66,0,Low
5,Saturday,Cloudy,R6,highway,50,1,Low
17,Friday,Clear,R5,arterial,150,0,Medium
11,Sunday,Cloudy,R1,highway,308,1,Medium
11,Wednesday,Foggy,R2,highway,177,0,Medium
20,Sunday,Stormy,R6,arterial,111,1,High
9,Saturday,Foggy,R5,arterial,108,1,Medium
21,Monday,Cloudy,R5,arterial,100,0,Medium
7,Sunday,Rainy,R4,arterial,90,1,Medium
0,Saturday,Clear,R3,highway,19,1,Low
14,Thursday,Clear,R2,local,37,0,Medium
10,Tuesday,Stormy,R1,highway,201,0,Medium
14,Wednesday,Rainy,R8,arterial,108,0,Medium
0,Friday,Clear,R1,arterial,13,0,Low
17,Friday,Cloudy,R7,arterial,162,0,High
8,Sunday,Clear,R4,highway,178,1,Low
17,Saturday,Rainy,R2,local,25,1,Low
14,Thursday,Rainy,R8,highway,234,0,Medium
10,Friday,Foggy,R2,local,51,0,High
7,Friday,Foggy,R6,highway,496,0,High
1,Monday,Stormy,R5,arterial,10,0,Low
21,Sunday,Clear,R4,local,35,1,Low
0,Monday,Cloudy,R2,highway,14,0,Low
14,Friday,Cloudy,R1,highway,211,0,Medium
23,Thursday,Cloudy,R4,highway,247,0,Medium
4,Monday,Cloudy,R1,local,0,0,Low
2,Sunday,Foggy,R6,highway,42,1,Low
6,Sunday,Stormy,R6,highway,54,1,Low
5,Monday,Rainy,R3,arterial,13,0,Low
2,Friday,Stormy,R2,highway,23,0,Low
21,Tuesday,Foggy,R4,arterial,113,0,Medium
22,Friday,Rainy,R6,highway,327,0,High
17,Thursday,Cloudy,R5,arterial,171,0,High
9,Friday,Cloudy,R7,highway,488,0,High
18,Sunday,Stormy,R8,highway,259,1,High
10,Wednesday,Stormy,R7,local,35,0,Medium
23,Tuesday,Cloudy,R3,arterial,78,0,Low
11,Thursday,Cloudy,R1,highway,261,0,Medium
12,Saturday,Cloudy,R2,arterial,141,1,Medium
13,Monday,Stormy,R5,arterial,159,0,High
15,Wednesday,Cloudy,R8,highway,141,0,Low
13,Monday,Rainy,R4,arterial,171,0,High
1,Sunday,Stormy,R2,arterial,15,1,Low
10,Saturday,Cloudy,R1,highway,343,1,Medium
16,Friday,Clear,R5,local,29,0,Low
2,Sunday,Clear,R6,highway,35,1,Low
15,Saturday,Cloudy,R8,arterial,70,1,Low
9,Friday,Foggy,R3,highway,497,0,High
18,Sunday,Cloudy,R6,arterial,67,1,Low
16,Thursday,Rainy,R4,arterial,124,0,High
21,Tuesday,Clear,R8,highway,229,0,Medium
0,Wednesday,Foggy,R5,arterial,22,0,Low
9,Sunday,Cloudy,R8,highway,244,1,Medium
14,Wednesday,Cloudy,R2,local,37,0,Medium
11,Sunday,Rainy,R3,local,74,1,High
22,Saturday,Stormy,R4,local,37,1,Medium
0,Monday,Clear,R6,highway,31,0,Low
4,Sunday,Cloudy,R7,arterial,8,1,Low
5,Wednesday,Stormy,R3,highway,72,0,Low
15,Saturday,Clear,R5,arterial,44,1,Low
3,Friday,Clear,R5,arterial,14,0,Low
9,Saturday,Rainy,R2,local,39,1,Medium
15,Saturday,Foggy,R7,arterial,113,1,Medium
15,Thursday,Rainy,R5,highway,252,0,Medium
21,Friday,Cloudy,R7,arterial,69,0,Low
19,Monday,Stormy,R5,highway,502,0,High
1,Saturday,Foggy,R8,arterial,13,1,Low
20,Sunday,Clear,R8,local,29,1,Low
4,Monday,Cloudy,R4,arterial,4,0,Low
18,Thursday,Rainy,R4,arterial,197,0,High
13,Friday,Cloudy,R4,arterial,144,0,Medium
11,Thursday,Rainy,R1,arterial,119,0,High
16,Thursday,Stormy,R3,local,41,0,High
11,Monday,Foggy,R6,highway,284,0,Medium
15,Friday,Cloudy,R1,highway,226,0,Medium
15,Monday,Cloudy,R2,highway,139,0,Low
11,Wednesday,Foggy,R4,arterial,105,0,Medium
7,Wednesday,Foggy,R8,highway,498,0,High
8,Saturday,Stormy,R3,highway,216,1,Medium
3,Saturday,Rainy,R5,arterial,13,1,Low
12,Tuesday,Cloudy,R8,highway,314,0,Medium
20,Monday,Clear,R3,local,31,0,Low
3,Tuesday,Stormy,R3,local,14,0,Low
20,Friday,Rainy,R7,arterial,90,0,Medium
18,Friday,Clear,R7,highway,413,0,High
4,Wednesday,Clear,R3,local,7,0,Low
23,Monday,Clear,R4,highway,193,0,Low
22,Thursday,Foggy,R4,highway,275,0,Medium
12,Monday,Rainy,R1,highway,411,0,High
16,Wednesday,Stormy,R4,arterial,88,0,Medium
7,Saturday,Foggy,R2,arterial,86,1,Medium
19,Tuesday,Rainy,R1,arterial,198,0,High
17,Friday,Cloudy,R3,highway,462,0,High
20,Saturday,Clear,R3,arterial,75,1,Low
14,Thursday,Rainy,R6,highway,342,0,High
1,Friday,Rainy,R7,arterial,16,0,Low
20,Wednesday,Cloudy,R6,arterial,98,0,Medium
18,Saturday,Clear,R2,highway,175,1,Low
6,Saturday,Clear,R2,local,2,1,Low
10,Saturday,Foggy,R8,arterial,141,1,High
17,Sunday,Rainy,R1,local,49,1,High
14,Thursday,Stormy,R5,highway,264,0,High
20,Tuesday,Foggy,R5,arterial,95,0,Medium
16,Tuesday,Foggy,R8,highway,299,0,Medium
22,Saturday,Cloudy,R3,highway,162,1,Low
5,Saturday,Cloudy,R6,arterial,23,1,Low
18,Saturday,Cloudy,R2,local,25,1,Low
16,Monday,Cloudy,R1,arterial,69,0,Low
2,Monday,Foggy,R8,highway,80,0,Low
8,Sunday,Cloudy,R4,highway,159,1,Low
19,Tuesday,Stormy,R5,arterial,197,0,High
22,Monday,Cloudy,R8,highway,165,0,Low
1,Tuesday,Stormy,R2,local,7,0,Low
0,Sunday,Foggy,R1,arterial,18,1,Low
6,Tuesday,Rainy,R4,arterial,112,0,Medium
23,Thursday,Cloudy,R4,arterial,67,0,Low
2,Saturday,Foggy,R4,arterial,20,1,Low
21,Thursday,Clear,R7,highway,224,0,Low
11,Saturday,Clear,R5,arterial,112,1,Medium
7,Wednesday,Clear,R6,highway,423,0,High
12,Friday,Rainy,R6,arterial,144,0,High
21,Wednesday,Stormy,R6,arterial,107,0,High
4,Sunday,Cloudy,R2,local,6,1,Low
5,Wednesday,Clear,R4,local,13,0,Low
7,Monday,Foggy,R7,arterial,204,0,High
19,Monday,Clear,R5,highway,378,0,Medium
4,Thursday,Rainy,R6,arterial,26,0,Low
1,Friday,Foggy,R3,arterial,7,0,Low
21,Tuesday,Cloudy,R8,highway,187,0,Low
7,Friday,Rainy,R4,highway,495,0,High
4,Friday,Rainy,R3,arterial,31,0,Low
14,Wednesday,Stormy,R4,arterial,144,0,High
1,Sunday,Rainy,R6,arterial,22,1,Low
6,Friday,Clear,R3,highway,187,0,Low
12,Saturday,Foggy,R1,arterial,131,1,High
9,Wednesday,Foggy,R2,local,78,0,High
14,Sunday,Rainy,R6,arterial,139,1,High
11,Sunday,Rainy,R3,arterial,171,1,High
23,Monday,Foggy,R2,local,38,0,Medium
15,Sunday,Cloudy,R4,arterial,49,1,Low
1,Wednesday,Cloudy,R8,highway,16,0,Low
2,Friday,Clear,R1,arterial,24,0,Low
15,Sunday,Clear,R1,highway,189,1,Low
7,Wednesday,Stormy,R2,arterial,201,0,High
2,Sunday,Rainy,R7,arterial,24,1,Low
4,Friday,Foggy,R7,arterial,13,0,Low
5,Friday,Foggy,R4,highway,63,0,Low
3,Wednesday,Clear,R2,arterial,15,0,Low
10,Wednesday,Cloudy,R5,arterial,65,0,Low
5,Wednesday,Cloudy,R4,local,0,0,Low
22,Monday,Clear,R1,arterial,48,0,Low
16,Friday,Cloudy,R2,highway,214,0,Medium
21,Tuesday,Rainy,R2,arterial,75,0,Medium
18,Monday,Cloudy,R7,highway,424,0,High
10,Thursday,Clear,R6,arterial,81,0,Low
5,Friday,Rainy,R5,arterial,32,0,Low
13,Saturday,Foggy,R4,arterial,169,1,High
17,Sunday,Stormy,R3,arterial,133,1,High
6,Thursday,Clear,R7,arterial,90,0,Medium
0,Saturday,Foggy,R1,highway,16,1,Low
7,Thursday,Clear,R8,highway,392,0,Medium
23,Wednesday,Foggy,R8,arterial,97,0,Medium
2,Thursday,Cloudy,R6,arterial,15,0,Low
10,Sunday,Stormy,R6,local,80,1,High
14,Sunday,Foggy,R3,highway,352,1,High
22,Wednesday,Cloudy,R8,highway,264,0,Medium
13,Tuesday,Stormy,R4,arterial,164,0,High
16,Sunday,Cloudy,R5,highway,139,1,Low
6,Friday,Rainy,R3,arterial,78,0,Medium
19,Monday,Foggy,R4,arterial,191,0,High
18,Sunday,Rainy,R3,arterial,123,1,High
23,Saturday,Clear,R6,arterial,87,1,Low
9,Wednesday,Cloudy,R6,highway,437,0,High
11,Thursday,Foggy,R1,arterial,109,0,Medium
18,Tuesday,Stormy,R3,local,84,0,High
20,Wednesday,Clear,R2,highway,164,0,Low
19,Saturday,Cloudy,R1,arterial,59,1,Low
3,Wednesday,Cloudy,R4,arterial,24,0,Low
7,Tuesday,Stormy,R6,highway,501,0,High
11,Sunday,Stormy,R3,highway,416,1,High
0,Wednesday,Cloudy,R7,local,9,0,Low
8,Wednesday,Stormy,R8,highway,500,0,High
16,Saturday,Cloudy,R8,arterial,67,1,Low
7,Tuesday,Cloudy,R1,arterial,165,0,High
13,Sunday,Clear,R8,highway,306,1,Medium
16,Sunday,Rainy,R7,local,32,1,Medium
23,Saturday,Rainy,R4,highway,170,1,Medium
17,Tuesday,Rainy,R3,arterial,198,0,High
1,Friday,Foggy,R7,arterial,22,0,Low
14,Sunday,Clear,R2,local,50,1,Medium
21,Saturday,Rainy,R1,arterial,113,1,Medium
8,Saturday,Clear,R3,highway,201,1,Low
11,Wednesday,Foggy,R8,arterial,74,0,Medium
4,Thursday,Foggy,R2,local,11,0,Low
0,Sunday,Stormy,R1,highway,74,1,Low
10,Friday,Foggy,R7,local,29,0,Medium
13,Sunday,Rainy,R2,highway,371,1,High
10,Sunday,Cloudy,R3,arterial,149,1,High
10,Wednesday,Cloudy,R8,highway,155,0,Low
9,Tuesday,Rainy,R1,arterial,201,0,High
6,Thursday,Clear,R3,arterial,71,0,Low
8,Tuesday,Clear,R4,highway,374,0,Medium
13,Friday,Cloudy,R7,arterial,126,0,Medium
11,Tuesday,Clear,R7,local,31,0,Low
5,Saturday,Foggy,R7,arterial,12,1,Low
17,Thursday,Clear,R1,highway,394,0,Medium
12,Wednesday,Rainy,R6,arterial,145,0,High
1,Thursday,Clear,R6,highway,31,0,Low
23,Monday,Clear,R6,arterial,53,0,Low
16,Sunday,Clear,R6,local,24,1,Low
4,Monday,Clear,R7,local,7,0,Low
18,Saturday,Clear,R4,highway,100,1,Low
1,Saturday,Clear,R1,arterial,14,1,Low
2,Saturday,Rainy,R1,arterial,23,1,Low
9,Friday,Stormy,R4,local,82,0,High
9,Monday,Rainy,R6,arterial,195,0,High
1,Saturday,Rainy,R3,highway,51,1,Low
11,Wednesday,Clear,R4,local,22,0,Low
